"Cells"	"Patients"
"E8_P4_M77_L001"	"P31"
"E9_P1_M77_L001"	"P31"
"F10_P3_M77_L001"	"P31"
"F11_P3_M77_L001"	"P31"
"F11_P4_M77_L001"	"P31"
"F12_P1_M77_L001"	"P31"
"F12_P2_M77_L001"	"P31"
"F12_P3_M77_L001"	"P31"
"F12_P4_M77_L001"	"P31"
"F1_P1_M77_L001"	"P31"
"F1_P3_M77_L001"	"P31"
"F1_P4_M77_L001"	"P31"
"F2_P2_M77_L001"	"P31"
"F2_P4_M77_L001"	"P31"
"F3_P1_M77_L001"	"P31"
"F3_P3_M77_L001"	"P31"
"F3_P4_M77_L001"	"P31"
"F4_P1_M77_L001"	"P31"
"F4_P2_M77_L001"	"P31"
"F4_P3_M77_L001"	"P31"
"F4_P4_M77_L001"	"P31"
"F5_P1_M77_L001"	"P31"
"F5_P2_M77_L001"	"P31"
"F5_P3_M77_L001"	"P31"
"F6_P1_M77_L001"	"P31"
"F6_P2_M77_L001"	"P31"
"F6_P3_M77_L001"	"P31"
"F7_P1_M77_L001"	"P31"
"F8_P1_M77_L001"	"P31"
"F8_P3_M77_L001"	"P31"
"F9_P1_M77_L001"	"P31"
"F9_P3_M77_L001"	"P31"
"G10_P1_M77_L001"	"P31"
"G10_P2_M77_L001"	"P31"
"G10_P3_M77_L001"	"P31"
"G10_P4_M77_L001"	"P31"
"G11_P1_M77_L001"	"P31"
"G11_P4_M77_L001"	"P31"
"G12_P1_M77_L001"	"P31"
"G12_P2_M77_L001"	"P31"
"G12_P3_M77_L001"	"P31"
"G1_P1_M77_L001"	"P31"
"G1_P3_M77_L001"	"P31"
"G1_P4_M77_L001"	"P31"
"G2_P1_M77_L001"	"P31"
"G2_P2_M77_L001"	"P31"
"G2_P4_M77_L001"	"P31"
"G3_P1_M77_L001"	"P31"
"G3_P2_M77_L001"	"P31"
"G3_P3_M77_L001"	"P31"
"G4_P2_M77_L001"	"P31"
"G5_P3_M77_L001"	"P31"
"G6_P2_M77_L001"	"P31"
"G6_P4_M77_L001"	"P31"
"G7_P1_M77_L001"	"P31"
"G8_P1_M77_L001"	"P31"
"G8_P2_M77_L001"	"P31"
"G8_P3_M77_L001"	"P31"
"G8_P4_M77_L001"	"P31"
"G9_P2_M77_L001"	"P31"
"G9_P4_M77_L001"	"P31"
"H10_P1_M77_L001"	"P31"
"H10_P3_M77_L001"	"P31"
"H11_P1_M77_L001"	"P31"
"H11_P2_M77_L001"	"P31"
"H11_P3_M77_L001"	"P31"
"H11_P4_M77_L001"	"P31"
"H12_P2_M77_L001"	"P31"
"H1_P1_M77_L001"	"P31"
"H1_P3_M77_L001"	"P31"
"H1_P4_M77_L001"	"P31"
"H2_P4_M77_L001"	"P31"
"H3_P1_M77_L001"	"P31"
"H3_P2_M77_L001"	"P31"
"H3_P3_M77_L001"	"P31"
"H3_P4_M77_L001"	"P31"
"H4_P2_M77_L001"	"P31"
"H5_P1_M77_L001"	"P31"
"H5_P2_M77_L001"	"P31"
"H5_P3_M77_L001"	"P31"
"H5_P4_M77_L001"	"P31"
"H6_P1_M77_L001"	"P31"
"H6_P2_M77_L001"	"P31"
"H6_P4_M77_L001"	"P31"
"H7_P1_M77_L001"	"P31"
"H7_P2_M77_L001"	"P31"
"H7_P3_M77_L001"	"P31"
"H8_P1_M77_L001"	"P31"
"H8_P4_M77_L001"	"P31"
"H9_P1_M77_L001"	"P31"
"H9_P3_M77_L001"	"P31"
