"Cells"	"Patients"
"C8_P4_M71_L001"	"P12"
"C9_P1_M71_L001"	"P12"
"C9_P3_M71_L001"	"P12"
"D10_P1_M71_L001"	"P12"
"D10_P2_M71_L001"	"P12"
"D10_P3_M71_L001"	"P12"
"D10_P4_M71_L001"	"P12"
"D11_P2_M71_L001"	"P12"
"D11_P3_M71_L001"	"P12"
"D11_P4_M71_L001"	"P12"
"D12_P1_M71_L001"	"P12"
"D12_P2_M71_L001"	"P12"
"D12_P3_M71_L001"	"P12"
"D12_P4_M71_L001"	"P12"
"D1_P1_M71_L001"	"P12"
"D1_P2_M71_L001"	"P12"
"D1_P3_M71_L001"	"P12"
"D1_P4_M71_L001"	"P12"
"D2_P2_M71_L001"	"P12"
"D2_P3_M71_L001"	"P12"
"D2_P4_M71_L001"	"P12"
"D3_P1_M71_L001"	"P12"
"D3_P2_M71_L001"	"P12"
"D4_P3_M71_L001"	"P12"
"D4_P4_M71_L001"	"P12"
"D5_P1_M71_L001"	"P12"
"D5_P4_M71_L001"	"P12"
"D6_P1_M71_L001"	"P12"
"D6_P2_M71_L001"	"P12"
"D7_P3_M71_L001"	"P12"
"D7_P4_M71_L001"	"P12"
"D8_P1_M71_L001"	"P12"
"D8_P2_M71_L001"	"P12"
"D8_P3_M71_L001"	"P12"
"D8_P4_M71_L001"	"P12"
"D9_P2_M71_L001"	"P12"
"D9_P4_M71_L001"	"P12"
"E10_P1_M71_L001"	"P12"
"E10_P3_M71_L001"	"P12"
"E10_P4_M71_L001"	"P12"
"E11_P1_M71_L001"	"P12"
"E11_P2_M71_L001"	"P12"
"E11_P4_M71_L001"	"P12"
"E12_P1_M71_L001"	"P12"
"E12_P2_M71_L001"	"P12"
"E12_P4_M71_L001"	"P12"
"E1_P2_M71_L001"	"P12"
"E1_P3_M71_L001"	"P12"
"E1_P4_M71_L001"	"P12"
"E2_P1_M71_L001"	"P12"
"E2_P3_M71_L001"	"P12"
"E2_P4_M71_L001"	"P12"
"E3_P1_M71_L001"	"P12"
"E3_P3_M71_L001"	"P12"
"E3_P4_M71_L001"	"P12"
"E4_P2_M71_L001"	"P12"
"E5_P1_M71_L001"	"P12"
"E5_P2_M71_L001"	"P12"
"E6_P2_M71_L001"	"P12"
"E7_P1_M71_L001"	"P12"
"E7_P2_M71_L001"	"P12"
"E7_P3_M71_L001"	"P12"
"E7_P4_M71_L001"	"P12"
"E8_P1_M71_L001"	"P12"
"E8_P4_M71_L001"	"P12"
"E9_P1_M71_L001"	"P12"
"E9_P2_M71_L001"	"P12"
"E9_P3_M71_L001"	"P12"
"E9_P4_M71_L001"	"P12"
"F10_P1_M71_L001"	"P12"
"F10_P2_M71_L001"	"P12"
"F10_P3_M71_L001"	"P12"
"F11_P3_M71_L001"	"P12"
"F1_P3_M71_L001"	"P12"
"F1_P4_M71_L001"	"P12"
"F2_P4_M71_L001"	"P12"
"F3_P2_M71_L001"	"P12"
"F3_P4_M71_L001"	"P12"
"F4_P2_M71_L001"	"P12"
"F4_P4_M71_L001"	"P12"
"F5_P1_M71_L001"	"P12"
"F5_P2_M71_L001"	"P12"
"F5_P3_M71_L001"	"P12"
"F5_P4_M71_L001"	"P12"
"F6_P1_M71_L001"	"P12"
"F6_P3_M71_L001"	"P12"
"F6_P4_M71_L001"	"P12"
"F7_P1_M71_L001"	"P12"
"F7_P2_M71_L001"	"P12"
"F7_P4_M71_L001"	"P12"
"F8_P1_M71_L001"	"P12"
"F8_P2_M71_L001"	"P12"
"F8_P3_M71_L001"	"P12"
"F8_P4_M71_L001"	"P12"
"F9_P2_M71_L001"	"P12"
"F9_P3_M71_L001"	"P12"
"F9_P4_M71_L001"	"P12"
"G10_P3_M71_L001"	"P12"
"G11_P2_M71_L001"	"P12"
"G12_P1_M71_L001"	"P12"
"G12_P3_M71_L001"	"P12"
"G12_P4_M71_L001"	"P12"
"G1_P2_M71_L001"	"P12"
"G1_P3_M71_L001"	"P12"
"G2_P1_M71_L001"	"P12"
"G2_P2_M71_L001"	"P12"
"G2_P3_M71_L001"	"P12"
"G3_P3_M71_L001"	"P12"
"G4_P3_M71_L001"	"P12"
"G4_P4_M71_L001"	"P12"
"G5_P2_M71_L001"	"P12"
"G5_P3_M71_L001"	"P12"
"G6_P1_M71_L001"	"P12"
"G6_P2_M71_L001"	"P12"
"G6_P4_M71_L001"	"P12"
"G7_P1_M71_L001"	"P12"
"G7_P2_M71_L001"	"P12"
"G7_P3_M71_L001"	"P12"
"G7_P4_M71_L001"	"P12"
"G8_P1_M71_L001"	"P12"
"G8_P2_M71_L001"	"P12"
"G8_P3_M71_L001"	"P12"
"G8_P4_M71_L001"	"P12"
"G9_P1_M71_L001"	"P12"
"G9_P3_M71_L001"	"P12"
"G9_P4_M71_L001"	"P12"
"H10_P3_M71_L001"	"P12"
"H10_P4_M71_L001"	"P12"
"H12_P1_M71_L001"	"P12"
"H12_P2_M71_L001"	"P12"
"H12_P3_M71_L001"	"P12"
"H1_P2_M71_L001"	"P12"
"H1_P3_M71_L001"	"P12"
"H1_P4_M71_L001"	"P12"
"H2_P1_M71_L001"	"P12"
"H2_P3_M71_L001"	"P12"
"H2_P4_M71_L001"	"P12"
"H3_P1_M71_L001"	"P12"
"H3_P2_M71_L001"	"P12"
"H3_P3_M71_L001"	"P12"
"H3_P4_M71_L001"	"P12"
"H4_P1_M71_L001"	"P12"
"H4_P2_M71_L001"	"P12"
"H4_P3_M71_L001"	"P12"
"H5_P2_M71_L001"	"P12"
"H5_P3_M71_L001"	"P12"
"H6_P2_M71_L001"	"P12"
"H7_P1_M71_L001"	"P12"
"H7_P2_M71_L001"	"P12"
"H7_P3_M71_L001"	"P12"
"H7_P4_M71_L001"	"P12"
"H8_P1_M71_L001"	"P12"
"H8_P2_M71_L001"	"P12"
"H8_P3_M71_L001"	"P12"
"H8_P4_M71_L001"	"P12"
"H9_P1_M71_L001"	"P12"
"A12_P3_M74_L001"	"P13"
"A2_P1_M74_L001"	"P13"
"A2_P5_M74_L001"	"P13"
"A3_P3_M74_L001"	"P13"
"A3_P4_M74_L001"	"P13"
"A6_P1_M74_L001"	"P13"
"A6_P5_M74_L001"	"P13"
"A7_P1_M74_L001"	"P13"
"A7_P5_M74_L001"	"P13"
"B12_P1_M74_L001"	"P13"
"B1_P1_M74_L001"	"P13"
"B1_P5_M74_L001"	"P13"
"B5_P1_M74_L001"	"P13"
"B5_P4_M74_L001"	"P13"
"B6_P4_M74_L001"	"P13"
"B6_P5_M74_L001"	"P13"
"B7_P4_M74_L001"	"P13"
"B8_P1_M74_L001"	"P13"
"C12_P3_M74_L001"	"P13"
"C1_P3_M74_L001"	"P13"
"C2_P1_M74_L001"	"P13"
"C2_P3_M74_L001"	"P13"
"C3_P1_M74_L001"	"P13"
"C3_P3_M74_L001"	"P13"
"D11_P3_M74_L001"	"P13"
"D4_P1_M74_L001"	"P13"
"D8_P1_M74_L001"	"P13"
"E2_P3_M74_L001"	"P13"
"E2_P4_M74_L001"	"P13"
"E5_P3_M74_L001"	"P13"
"E7_P4_M74_L001"	"P13"
"E9_P4_M74_L001"	"P13"
"F10_P1_M74_L001"	"P13"
"F10_P4_M74_L001"	"P13"
"F10_P5_M74_L001"	"P13"
"F11_P4_M74_L001"	"P13"
"F11_P5_M74_L001"	"P13"
"F12_P3_M74_L001"	"P13"
"F12_P5_M74_L001"	"P13"
"F1_P1_M74_L001"	"P13"
"F1_P5_M74_L001"	"P13"
"F2_P4_M74_L001"	"P13"
"F2_P5_M74_L001"	"P13"
"F4_P1_M74_L001"	"P13"
"F4_P4_M74_L001"	"P13"
"F4_P5_M74_L001"	"P13"
"F6_P4_M74_L001"	"P13"
"F7_P5_M74_L001"	"P13"
"F8_P1_M74_L001"	"P13"
"G11_P4_M74_L001"	"P13"
"G2_P4_M74_L001"	"P13"
"G3_P5_M74_L001"	"P13"
"H4_P1_M74_L001"	"P13"
"H4_P3_M74_L001"	"P13"
"H5_P4_M74_L001"	"P13"
"H6_P3_M74_L001"	"P13"
"H9_P1_M74_L001"	"P13"
"H9_P3_M74_L001"	"P13"
"A11_P4_M43_L001"	"P14"
"A12_P3_M43_L001"	"P14"
"A5_P1_M43_L001"	"P14"
"A5_P2_M43_L001"	"P14"
"A5_P3_M43_L001"	"P14"
"A6_P4_M43_L001"	"P14"
"A7_P4_M43_L001"	"P14"
"A8_P1_M43_L001"	"P14"
"A8_P4_M43_L001"	"P14"
"A9_P3_M43_L001"	"P14"
"B10_P2_M43_L001"	"P14"
"B12_P1_M43_L001"	"P14"
"B12_P3_M43_L001"	"P14"
"B1_P4_M43_L001"	"P14"
"B2_P2_M43_L001"	"P14"
"B3_P1_M43_L001"	"P14"
"B3_P4_M43_L001"	"P14"
"B4_P2_M43_L001"	"P14"
"B4_P4_M43_L001"	"P14"
"B5_P2_M43_L001"	"P14"
"B6_P1_M43_L001"	"P14"
"B8_P2_M43_L001"	"P14"
"B9_P1_M43_L001"	"P14"
"C10_P2_M43_L001"	"P14"
"C10_P3_M43_L001"	"P14"
"C11_P1_M43_L001"	"P14"
"C11_P2_M43_L001"	"P14"
"C11_P4_M43_L001"	"P14"
"C1_P1_M43_L001"	"P14"
"C4_P1_M43_L001"	"P14"
"C5_P2_M43_L001"	"P14"
"C5_P3_M43_L001"	"P14"
"C6_P1_M43_L001"	"P14"
"C8_P4_M43_L001"	"P14"
"C9_P2_M43_L001"	"P14"
"C9_P3_M43_L001"	"P14"
"D10_P3_M43_L001"	"P14"
"D11_P1_M43_L001"	"P14"
"D11_P4_M43_L001"	"P14"
"D12_P3_M43_L001"	"P14"
"D1_P1_M43_L001"	"P14"
"D2_P2_M43_L001"	"P14"
"D4_P1_M43_L001"	"P14"
"D8_P1_M43_L001"	"P14"
"D8_P4_M43_L001"	"P14"
"D9_P2_M43_L001"	"P14"
"E10_P3_M43_L001"	"P14"
"E12_P2_M43_L001"	"P14"
"E1_P2_M43_L001"	"P14"
"E1_P4_M43_L001"	"P14"
"E2_P1_M43_L001"	"P14"
"E3_P4_M43_L001"	"P14"
"E7_P2_M43_L001"	"P14"
"E7_P4_M43_L001"	"P14"
"F11_P3_M43_L001"	"P14"
"F1_P2_M43_L001"	"P14"
"F1_P3_M43_L001"	"P14"
"F1_P4_M43_L001"	"P14"
"F2_P1_M43_L001"	"P14"
"F4_P4_M43_L001"	"P14"
"F6_P4_M43_L001"	"P14"
"F9_P3_M43_L001"	"P14"
"G11_P2_M43_L001"	"P14"
"G12_P1_M43_L001"	"P14"
"G1_P4_M43_L001"	"P14"
"G2_P2_M43_L001"	"P14"
"G6_P2_M43_L001"	"P14"
"G7_P2_M43_L001"	"P14"
"G8_P4_M43_L001"	"P14"
"H11_P4_M43_L001"	"P14"
"H1_P2_M43_L001"	"P14"
"H1_P4_M43_L001"	"P14"
"H2_P2_M43_L001"	"P14"
"H2_P3_M43_L001"	"P14"
"H3_P1_M43_L001"	"P14"
"H3_P3_M43_L001"	"P14"
"H4_P2_M43_L001"	"P14"
"H5_P1_M43_L001"	"P14"
"H6_P1_M43_L001"	"P14"
"H6_P3_M43_L001"	"P14"
"H7_P4_M43_L001"	"P14"
"H8_P1_M43_L001"	"P14"
"H8_P3_M43_L001"	"P14"
"A11_P4_M13_L001"	"P15"
"A12_P2_M13_L001"	"P15"
"A2_P3_M13_L001"	"P15"
"A3_P2_M13_L001"	"P15"
"A3_P3_M13_L001"	"P15"
"A3_P4_M13_L001"	"P15"
"A4_P2_M13_L001"	"P15"
"A5_P4_M13_L001"	"P15"
"A6_P2_M13_L001"	"P15"
"A6_P5_M13_L001"	"P15"
"A8_P2_M13_L001"	"P15"
"A8_P5_M13_L001"	"P15"
"B10_P2_M13_L001"	"P15"
"B10_P5_M13_L001"	"P15"
"B11_P2_M13_L001"	"P15"
"B11_P3_M13_L001"	"P15"
"B11_P4_M13_L001"	"P15"
"B12_P2_M13_L001"	"P15"
"B12_P5_M13_L001"	"P15"
"B2_P2_M13_L001"	"P15"
"B2_P4_M13_L001"	"P15"
"B2_P5_M13_L001"	"P15"
"B3_P5_M13_L001"	"P15"
"B4_P4_M13_L001"	"P15"
"B5_P2_M13_L001"	"P15"
"B5_P3_M13_L001"	"P15"
"B5_P5_M13_L001"	"P15"
"B6_P2_M13_L001"	"P15"
"B6_P3_M13_L001"	"P15"
"B6_P5_M13_L001"	"P15"
"B7_P2_M13_L001"	"P15"
"C10_P4_M13_L001"	"P15"
"C10_P5_M13_L001"	"P15"
"C11_P3_M13_L001"	"P15"
"C11_P4_M13_L001"	"P15"
"C12_P3_M13_L001"	"P15"
"C12_P4_M13_L001"	"P15"
"C2_P3_M13_L001"	"P15"
"C3_P3_M13_L001"	"P15"
"C4_P2_M13_L001"	"P15"
"C4_P3_M13_L001"	"P15"
"C5_P2_M13_L001"	"P15"
"C6_P4_M13_L001"	"P15"
"C8_P4_M13_L001"	"P15"
"C9_P3_M13_L001"	"P15"
"D10_P2_M13_L001"	"P15"
"D10_P4_M13_L001"	"P15"
"D11_P5_M13_L001"	"P15"
"D12_P3_M13_L001"	"P15"
"D1_P3_M13_L001"	"P15"
"D2_P3_M13_L001"	"P15"
"D3_P5_M13_L001"	"P15"
"D4_P2_M13_L001"	"P15"
"D4_P3_M13_L001"	"P15"
"D5_P3_M13_L001"	"P15"
"D7_P3_M13_L001"	"P15"
"D8_P2_M13_L001"	"P15"
"D8_P4_M13_L001"	"P15"
"D9_P3_M13_L001"	"P15"
"D9_P4_M13_L001"	"P15"
"E10_P5_M13_L001"	"P15"
"E11_P2_M13_L001"	"P15"
"E11_P3_M13_L001"	"P15"
"E12_P3_M13_L001"	"P15"
"E12_P4_M13_L001"	"P15"
"E1_P4_M13_L001"	"P15"
"E2_P4_M13_L001"	"P15"
"E3_P4_M13_L001"	"P15"
"E4_P4_M13_L001"	"P15"
"E4_P5_M13_L001"	"P15"
"E5_P5_M13_L001"	"P15"
"E6_P2_M13_L001"	"P15"
"E6_P4_M13_L001"	"P15"
"E7_P5_M13_L001"	"P15"
"E8_P2_M13_L001"	"P15"
"E8_P3_M13_L001"	"P15"
"E9_P3_M13_L001"	"P15"
"F11_P2_M13_L001"	"P15"
"F11_P3_M13_L001"	"P15"
"F12_P5_M13_L001"	"P15"
"F2_P5_M13_L001"	"P15"
"F4_P2_M13_L001"	"P15"
"F5_P2_M13_L001"	"P15"
"F5_P5_M13_L001"	"P15"
"F6_P5_M13_L001"	"P15"
"F7_P5_M13_L001"	"P15"
"F8_P2_M13_L001"	"P15"
"F9_P2_M13_L001"	"P15"
"F9_P4_M13_L001"	"P15"
"G10_P2_M13_L001"	"P15"
"G10_P3_M13_L001"	"P15"
"G12_P4_M13_L001"	"P15"
"G12_P5_M13_L001"	"P15"
"G1_P2_M13_L001"	"P15"
"G1_P5_M13_L001"	"P15"
"G3_P3_M13_L001"	"P15"
"G8_P2_M13_L001"	"P15"
"G8_P4_M13_L001"	"P15"
"H10_P3_M13_L001"	"P15"
"H11_P2_M13_L001"	"P15"
"H12_P4_M13_L001"	"P15"
"H1_P2_M13_L001"	"P15"
"H1_P4_M13_L001"	"P15"
"H2_P3_M13_L001"	"P15"
"H2_P4_M13_L001"	"P15"
"H3_P2_M13_L001"	"P15"
"H3_P3_M13_L001"	"P15"
"H3_P5_M13_L001"	"P15"
"H4_P3_M13_L001"	"P15"
"H4_P5_M13_L001"	"P15"
"H5_P5_M13_L001"	"P15"
"H6_P4_M13_L001"	"P15"
"H6_P5_M13_L001"	"P15"
"H7_P2_M13_L001"	"P15"
"H8_P4_M13_L001"	"P15"
"A10_P1_MMD8_L001"	"P16"
"A10_P2_MMD8_L001"	"P16"
"A11_P4_MMD8_L001"	"P16"
"A11_P5_MMD8_L001"	"P16"
"A12_P1_MMD8_L001"	"P16"
"A12_P5_MMD8_L001"	"P16"
"A2_P2_MMD8_L001"	"P16"
"A3_P4_MMD8_L001"	"P16"
"A4_P1_MMD8_L001"	"P16"
"A4_P5_MMD8_L001"	"P16"
"A5_P5_MMD8_L001"	"P16"
"A6_P4_MMD8_L001"	"P16"
"A7_P2_MMD8_L001"	"P16"
"A7_P4_MMD8_L001"	"P16"
"A8_P2_MMD8_L001"	"P16"
"A8_P4_MMD8_L001"	"P16"
"A8_P5_MMD8_L001"	"P16"
"A9_P1_MMD8_L001"	"P16"
"A9_P4_MMD8_L001"	"P16"
"A9_P5_MMD8_L001"	"P16"
"B10_P2_MMD8_L001"	"P16"
"B11_P1_MMD8_L001"	"P16"
"B11_P2_MMD8_L001"	"P16"
"B11_P4_MMD8_L001"	"P16"
"B12_P1_MMD8_L001"	"P16"
"B1_P1_MMD8_L001"	"P16"
"B1_P4_MMD8_L001"	"P16"
"B2_P2_MMD8_L001"	"P16"
"B2_P5_MMD8_L001"	"P16"
"B3_P1_MMD8_L001"	"P16"
"B3_P2_MMD8_L001"	"P16"
"B3_P4_MMD8_L001"	"P16"
"B4_P2_MMD8_L001"	"P16"
"B5_P4_MMD8_L001"	"P16"
"B6_P4_MMD8_L001"	"P16"
"B6_P5_MMD8_L001"	"P16"
"B7_P5_MMD8_L001"	"P16"
"B8_P5_MMD8_L001"	"P16"
"B9_P1_MMD8_L001"	"P16"
"B9_P4_MMD8_L001"	"P16"
"B9_P5_MMD8_L001"	"P16"
"C11_P2_MMD8_L001"	"P16"
"C11_P5_MMD8_L001"	"P16"
"C12_P4_MMD8_L001"	"P16"
"C1_P2_MMD8_L001"	"P16"
"C1_P4_MMD8_L001"	"P16"
"C2_P2_MMD8_L001"	"P16"
"C3_P1_MMD8_L001"	"P16"
"C3_P2_MMD8_L001"	"P16"
"C3_P4_MMD8_L001"	"P16"
"C4_P1_MMD8_L001"	"P16"
"C4_P2_MMD8_L001"	"P16"
"C5_P1_MMD8_L001"	"P16"
"C5_P4_MMD8_L001"	"P16"
"C5_P5_MMD8_L001"	"P16"
"C6_P1_MMD8_L001"	"P16"
"C6_P5_MMD8_L001"	"P16"
"C7_P2_MMD8_L001"	"P16"
"C7_P5_MMD8_L001"	"P16"
"C8_P2_MMD8_L001"	"P16"
"C8_P4_MMD8_L001"	"P16"
"C8_P5_MMD8_L001"	"P16"
"C9_P2_MMD8_L001"	"P16"
"C9_P4_MMD8_L001"	"P16"
"D10_P2_MMD8_L001"	"P16"
"D10_P5_MMD8_L001"	"P16"
"D11_P1_MMD8_L001"	"P16"
"D11_P2_MMD8_L001"	"P16"
"D11_P5_MMD8_L001"	"P16"
"D12_P4_MMD8_L001"	"P16"
"D1_P1_MMD8_L001"	"P16"
"D1_P4_MMD8_L001"	"P16"
"D2_P4_MMD8_L001"	"P16"
"D3_P4_MMD8_L001"	"P16"
"D3_P5_MMD8_L001"	"P16"
"D4_P5_MMD8_L001"	"P16"
"D5_P1_MMD8_L001"	"P16"
"D5_P4_MMD8_L001"	"P16"
"D5_P5_MMD8_L001"	"P16"
"D7_P1_MMD8_L001"	"P16"
"D7_P4_MMD8_L001"	"P16"
"D7_P5_MMD8_L001"	"P16"
"D8_P1_MMD8_L001"	"P16"
"D8_P2_MMD8_L001"	"P16"
"D8_P5_MMD8_L001"	"P16"
"D9_P1_MMD8_L001"	"P16"
"D9_P2_MMD8_L001"	"P16"
"E11_P2_MMD8_L001"	"P16"
"E11_P5_MMD8_L001"	"P16"
"E12_P1_MMD8_L001"	"P16"
"E12_P5_MMD8_L001"	"P16"
"E1_P1_MMD8_L001"	"P16"
"E1_P4_MMD8_L001"	"P16"
"E1_P5_MMD8_L001"	"P16"
"E2_P1_MMD8_L001"	"P16"
"E2_P4_MMD8_L001"	"P16"
"E3_P1_MMD8_L001"	"P16"
"E3_P2_MMD8_L001"	"P16"
"E3_P4_MMD8_L001"	"P16"
"E3_P5_MMD8_L001"	"P16"
"E4_P1_MMD8_L001"	"P16"
"E6_P5_MMD8_L001"	"P16"
"E7_P1_MMD8_L001"	"P16"
"E9_P2_MMD8_L001"	"P16"
"F10_P2_MMD8_L001"	"P16"
"F10_P4_MMD8_L001"	"P16"
"F11_P2_MMD8_L001"	"P16"
"F12_P1_MMD8_L001"	"P16"
"F12_P4_MMD8_L001"	"P16"
"F12_P5_MMD8_L001"	"P16"
"F1_P2_MMD8_L001"	"P16"
"F1_P4_MMD8_L001"	"P16"
"F1_P5_MMD8_L001"	"P16"
"F2_P4_MMD8_L001"	"P16"
"F2_P5_MMD8_L001"	"P16"
"F3_P1_MMD8_L001"	"P16"
"F3_P2_MMD8_L001"	"P16"
"F3_P4_MMD8_L001"	"P16"
"F4_P1_MMD8_L001"	"P16"
"F4_P2_MMD8_L001"	"P16"
"F5_P1_MMD8_L001"	"P16"
"F5_P4_MMD8_L001"	"P16"
"F5_P5_MMD8_L001"	"P16"
"F6_P2_MMD8_L001"	"P16"
"F7_P1_MMD8_L001"	"P16"
"F7_P4_MMD8_L001"	"P16"
"F7_P5_MMD8_L001"	"P16"
"F8_P1_MMD8_L001"	"P16"
"F9_P1_MMD8_L001"	"P16"
"F9_P4_MMD8_L001"	"P16"
"G10_P1_MMD8_L001"	"P16"
"G10_P4_MMD8_L001"	"P16"
"G10_P5_MMD8_L001"	"P16"
"G11_P1_MMD8_L001"	"P16"
"G11_P4_MMD8_L001"	"P16"
"G11_P5_MMD8_L001"	"P16"
"G12_P2_MMD8_L001"	"P16"
"G12_P5_MMD8_L001"	"P16"
"G1_P2_MMD8_L001"	"P16"
"G1_P4_MMD8_L001"	"P16"
"G1_P5_MMD8_L001"	"P16"
"G2_P1_MMD8_L001"	"P16"
"G2_P4_MMD8_L001"	"P16"
"G2_P5_MMD8_L001"	"P16"
"G4_P2_MMD8_L001"	"P16"
"G4_P4_MMD8_L001"	"P16"
"G5_P4_MMD8_L001"	"P16"
"G5_P5_MMD8_L001"	"P16"
"G6_P4_MMD8_L001"	"P16"
"G7_P1_MMD8_L001"	"P16"
"G7_P5_MMD8_L001"	"P16"
"G8_P1_MMD8_L001"	"P16"
"G9_P1_MMD8_L001"	"P16"
"G9_P5_MMD8_L001"	"P16"
"H10_P4_MMD8_L001"	"P16"
"H12_P1_MMD8_L001"	"P16"
"H2_P4_MMD8_L001"	"P16"
"H2_P5_MMD8_L001"	"P16"
"H3_P1_MMD8_L001"	"P16"
"H3_P2_MMD8_L001"	"P16"
"H4_P1_MMD8_L001"	"P16"
"H4_P4_MMD8_L001"	"P16"
"H4_P5_MMD8_L001"	"P16"
"H5_P1_MMD8_L001"	"P16"
"H5_P2_MMD8_L001"	"P16"
"H6_P1_MMD8_L001"	"P16"
"H6_P4_MMD8_L001"	"P16"
"H6_P5_MMD8_L001"	"P16"
"H7_P5_MMD8_L001"	"P16"
"H8_P4_MMD8_L001"	"P16"
"H9_P1_MMD8_L001"	"P16"
"H9_P4_MMD8_L001"	"P16"
"H9_P5_MMD8_L001"	"P16"
"A10_P5_M45_L001"	"P18"
"A12_P4_M45_L001"	"P18"
"A1_P1_M45_L001"	"P18"
"A3_P3_M45_L001"	"P18"
"A6_P3_M45_L001"	"P18"
"A7_P5_M45_L001"	"P18"
"A8_P4_M45_L001"	"P18"
"A8_P5_M45_L001"	"P18"
"B10_P1_M45_L001"	"P18"
"B12_P4_M45_L001"	"P18"
"B2_P3_M45_L001"	"P18"
"B4_P5_M45_L001"	"P18"
"B5_P1_M45_L001"	"P18"
"B5_P3_M45_L001"	"P18"
"C11_P5_M45_L001"	"P18"
"C12_P5_M45_L001"	"P18"
"C1_P1_M45_L001"	"P18"
"C2_P4_M45_L001"	"P18"
"C3_P3_M45_L001"	"P18"
"C6_P4_M45_L001"	"P18"
"C7_P3_M45_L001"	"P18"
"C9_P1_M45_L001"	"P18"
"C9_P4_M45_L001"	"P18"
"D10_P4_M45_L001"	"P18"
"D1_P5_M45_L001"	"P18"
"D2_P4_M45_L001"	"P18"
"D3_P3_M45_L001"	"P18"
"D8_P1_M45_L001"	"P18"
"D8_P3_M45_L001"	"P18"
"E10_P1_M45_L001"	"P18"
"E10_P4_M45_L001"	"P18"
"E11_P5_M45_L001"	"P18"
"E2_P5_M45_L001"	"P18"
"E4_P5_M45_L001"	"P18"
"E8_P5_M45_L001"	"P18"
"E9_P5_M45_L001"	"P18"
"F10_P3_M45_L001"	"P18"
"F1_P1_M45_L001"	"P18"
"F1_P5_M45_L001"	"P18"
"F3_P1_M45_L001"	"P18"
"F3_P3_M45_L001"	"P18"
"F3_P5_M45_L001"	"P18"
"F4_P5_M45_L001"	"P18"
"F6_P4_M45_L001"	"P18"
"F9_P3_M45_L001"	"P18"
"F9_P5_M45_L001"	"P18"
"G10_P5_M45_L001"	"P18"
"G11_P1_M45_L001"	"P18"
"G1_P5_M45_L001"	"P18"
"G2_P1_M45_L001"	"P18"
"G2_P3_M45_L001"	"P18"
"G2_P5_M45_L001"	"P18"
"G7_P5_M45_L001"	"P18"
"G9_P4_M45_L001"	"P18"
"H11_P3_M45_L001"	"P18"
"H11_P4_M45_L001"	"P18"
"H11_P5_M45_L001"	"P18"
"H12_P1_M45_L001"	"P18"
"H12_P5_M45_L001"	"P18"
"H4_P3_M45_L001"	"P18"
"H5_P1_M45_L001"	"P18"
"H6_P4_M45_L001"	"P18"
"H7_P4_M45_L001"	"P18"
"H9_P5_M45_L001"	"P18"
"A10_P4_M79_L001"	"P20"
"A12_P1_M79_L001"	"P20"
"A12_P2_M79_L001"	"P20"
"A2_P2_M79_L001"	"P20"
"A2_P3_M79_L001"	"P20"
"A3_P2_M79_L001"	"P20"
"A4_P1_M79_L001"	"P20"
"A5_P2_M79_L001"	"P20"
"A6_P1_M79_L001"	"P20"
"A7_P1_M79_L001"	"P20"
"A7_P3_M79_L001"	"P20"
"B10_P1_M79_L001"	"P20"
"B10_P2_M79_L001"	"P20"
"B10_P4_M79_L001"	"P20"
"B11_P1_M79_L001"	"P20"
"B11_P4_M79_L001"	"P20"
"B1_P2_M79_L001"	"P20"
"B1_P4_M79_L001"	"P20"
"B2_P1_M79_L001"	"P20"
"B3_P1_M79_L001"	"P20"
"B3_P4_M79_L001"	"P20"
"B4_P1_M79_L001"	"P20"
"B4_P3_M79_L001"	"P20"
"B6_P2_M79_L001"	"P20"
"B8_P2_M79_L001"	"P20"
"B9_P1_M79_L001"	"P20"
"C10_P1_M79_L001"	"P20"
"C10_P3_M79_L001"	"P20"
"C11_P4_M79_L001"	"P20"
"C12_P1_M79_L001"	"P20"
"C12_P4_M79_L001"	"P20"
"C1_P1_M79_L001"	"P20"
"C1_P4_M79_L001"	"P20"
"C2_P2_M79_L001"	"P20"
"C2_P4_M79_L001"	"P20"
"C4_P1_M79_L001"	"P20"
"C4_P2_M79_L001"	"P20"
"C4_P4_M79_L001"	"P20"
"C5_P2_M79_L001"	"P20"
"C6_P3_M79_L001"	"P20"
"C6_P4_M79_L001"	"P20"
"C7_P1_M79_L001"	"P20"
"C8_P1_M79_L001"	"P20"
"C8_P3_M79_L001"	"P20"
"C9_P4_M79_L001"	"P20"
"D11_P2_M79_L001"	"P20"
"D11_P3_M79_L001"	"P20"
"D2_P1_M79_L001"	"P20"
"D2_P2_M79_L001"	"P20"
"D4_P1_M79_L001"	"P20"
"D5_P2_M79_L001"	"P20"
"D5_P3_M79_L001"	"P20"
"D7_P3_M79_L001"	"P20"
"D9_P1_M79_L001"	"P20"
"D9_P2_M79_L001"	"P20"
"E12_P1_M79_L001"	"P20"
"E12_P2_M79_L001"	"P20"
"E1_P2_M79_L001"	"P20"
"E2_P1_M79_L001"	"P20"
"E3_P2_M79_L001"	"P20"
"E4_P1_M79_L001"	"P20"
"E4_P2_M79_L001"	"P20"
"E5_P1_M79_L001"	"P20"
"E5_P2_M79_L001"	"P20"
"E6_P1_M79_L001"	"P20"
"E7_P1_M79_L001"	"P20"
"E8_P1_M79_L001"	"P20"
"E8_P4_M79_L001"	"P20"
"F11_P1_M79_L001"	"P20"
