"Cells"	"Patients"
"C4_P5_M89_L001"	"P28"
"C5_P3_M89_L001"	"P28"
"C5_P4_M89_L001"	"P28"
"C6_P1_M89_L001"	"P28"
"C7_P1_M89_L001"	"P28"
"C8_P1_M89_L001"	"P28"
"C8_P3_M89_L001"	"P28"
"C8_P4_M89_L001"	"P28"
"C9_P1_M89_L001"	"P28"
"D10_P3_M89_L001"	"P28"
"D11_P1_M89_L001"	"P28"
"D11_P4_M89_L001"	"P28"
"D11_P5_M89_L001"	"P28"
"D12_P3_M89_L001"	"P28"
"D1_P1_M89_L001"	"P28"
"D1_P5_M89_L001"	"P28"
"D2_P3_M89_L001"	"P28"
"D3_P5_M89_L001"	"P28"
"D4_P4_M89_L001"	"P28"
"D5_P4_M89_L001"	"P28"
"D5_P5_M89_L001"	"P28"
"D8_P5_M89_L001"	"P28"
"E10_P4_M89_L001"	"P28"
"E10_P5_M89_L001"	"P28"
"E12_P1_M89_L001"	"P28"
"E1_P5_M89_L001"	"P28"
"E2_P1_M89_L001"	"P28"
"E2_P5_M89_L001"	"P28"
"E3_P1_M89_L001"	"P28"
"E3_P4_M89_L001"	"P28"
"E4_P5_M89_L001"	"P28"
"E5_P4_M89_L001"	"P28"
"E6_P3_M89_L001"	"P28"
"E8_P4_M89_L001"	"P28"
"E8_P5_M89_L001"	"P28"
"E9_P3_M89_L001"	"P28"
"F10_P4_M89_L001"	"P28"
"F11_P1_M89_L001"	"P28"
"F12_P4_M89_L001"	"P28"
"F1_P3_M89_L001"	"P28"
"F2_P3_M89_L001"	"P28"
"F2_P4_M89_L001"	"P28"
"F3_P1_M89_L001"	"P28"
"F4_P3_M89_L001"	"P28"
"F4_P5_M89_L001"	"P28"
"F5_P1_M89_L001"	"P28"
"F5_P3_M89_L001"	"P28"
"F5_P4_M89_L001"	"P28"
"F5_P5_M89_L001"	"P28"
"F7_P1_M89_L001"	"P28"
"F7_P4_M89_L001"	"P28"
"F7_P5_M89_L001"	"P28"
"F8_P1_M89_L001"	"P28"
"F8_P4_M89_L001"	"P28"
"F8_P5_M89_L001"	"P28"
"F9_P1_M89_L001"	"P28"
"F9_P5_M89_L001"	"P28"
"G10_P1_M89_L001"	"P28"
"G10_P3_M89_L001"	"P28"
"G10_P5_M89_L001"	"P28"
"G11_P1_M89_L001"	"P28"
"G11_P3_M89_L001"	"P28"
"G12_P5_M89_L001"	"P28"
"G1_P5_M89_L001"	"P28"
"G2_P4_M89_L001"	"P28"
"G3_P3_M89_L001"	"P28"
"G3_P5_M89_L001"	"P28"
"G5_P5_M89_L001"	"P28"
"G6_P3_M89_L001"	"P28"
"G7_P5_M89_L001"	"P28"
"G8_P1_M89_L001"	"P28"
"G8_P4_M89_L001"	"P28"
"G8_P5_M89_L001"	"P28"
"G9_P3_M89_L001"	"P28"
"H10_P1_M89_L001"	"P28"
"H10_P3_M89_L001"	"P28"
"H12_P4_M89_L001"	"P28"
"H1_P4_M89_L001"	"P28"
"H2_P1_M89_L001"	"P28"
"H2_P4_M89_L001"	"P28"
"H3_P3_M89_L001"	"P28"
"H4_P1_M89_L001"	"P28"
"H4_P4_M89_L001"	"P28"
"H5_P3_M89_L001"	"P28"
"H5_P4_M89_L001"	"P28"
"H6_P3_M89_L001"	"P28"
"H6_P5_M89_L001"	"P28"
"H7_P1_M89_L001"	"P28"
"H7_P3_M89_L001"	"P28"
"H8_P4_M89_L001"	"P28"
"A10_P1_M90.7.24.17"	"P30"
"A10_P2_M90.7.31.17"	"P30"
"A11_P1_M90.7.24.17"	"P30"
"A11_P1_M90.7.31.17"	"P30"
"A12_P2_M90.7.24.17"	"P30"
"A12_P2_M90.7.31.17"	"P30"
"A2_P1_M90.7.31.17"	"P30"
"A2_P2_M90.7.24.17"	"P30"
"A2_P2_M90.7.31.17"	"P30"
"A3_P1_M90.7.24.17"	"P30"
"A3_P2_M90.7.24.17"	"P30"
"A4_P1_M90.7.24.17"	"P30"
"A4_P1_M90.7.31.17"	"P30"
"A4_P2_M90.7.24.17"	"P30"
"A4_P2_M90.7.31.17"	"P30"
"A5_P2_M90.7.31.17"	"P30"
"A6_P1_M90.7.31.17"	"P30"
"A6_P2_M90.7.24.17"	"P30"
"A7_P2_M90.7.24.17"	"P30"
"A8_P1_M90.7.24.17"	"P30"
"A8_P2_M90.7.24.17"	"P30"
"A8_P2_M90.7.31.17"	"P30"
"A9_P1_M90.7.24.17"	"P30"
"A9_P1_M90.7.31.17"	"P30"
"A9_P2_M90.7.24.17"	"P30"
"B10_P1_M90.7.31.17"	"P30"
"B10_P2_M90.7.24.17"	"P30"
"B11_P1_M90.7.24.17"	"P30"
"B11_P2_M90.7.24.17"	"P30"
"B12_P1_M90.7.31.17"	"P30"
"B12_P2_M90.7.24.17"	"P30"
"B12_P2_M90.7.31.17"	"P30"
"B1_P1_M90.7.31.17"	"P30"
"B2_P2_M90.7.31.17"	"P30"
"B3_P1_M90.7.24.17"	"P30"
"B4_P2_M90.7.31.17"	"P30"
"B5_P2_M90.7.24.17"	"P30"
"B5_P2_M90.7.31.17"	"P30"
"B6_P1_M90.7.31.17"	"P30"
"B6_P2_M90.7.24.17"	"P30"
"B7_P1_M90.7.24.17"	"P30"
"B7_P2_M90.7.24.17"	"P30"
"B7_P2_M90.7.31.17"	"P30"
"B8_P1_M90.7.24.17"	"P30"
"B8_P1_M90.7.31.17"	"P30"
"B8_P2_M90.7.24.17"	"P30"
"B9_P2_M90.7.31.17"	"P30"
"C10_P1_M90.7.31.17"	"P30"
"C10_P2_M90.7.31.17"	"P30"
"C11_P1_M90.7.24.17"	"P30"
"C11_P2_M90.7.31.17"	"P30"
"C12_P1_M90.7.24.17"	"P30"
"C12_P2_M90.7.31.17"	"P30"
"C1_P1_M90.7.31.17"	"P30"
"C1_P2_M90.7.24.17"	"P30"
"C1_P2_M90.7.31.17"	"P30"
"C2_P1_M90.7.31.17"	"P30"
"C2_P2_M90.7.31.17"	"P30"
"C3_P2_M90.7.24.17"	"P30"
"C4_P2_M90.7.24.17"	"P30"
"C4_P2_M90.7.31.17"	"P30"
"C5_P1_M90.7.24.17"	"P30"
"C5_P1_M90.7.31.17"	"P30"
"C6_P1_M90.7.24.17"	"P30"
"C6_P1_M90.7.31.17"	"P30"
"C7_P1_M90.7.31.17"	"P30"
"C7_P2_M90.7.31.17"	"P30"
"C8_P1_M90.7.24.17"	"P30"
"C8_P1_M90.7.31.17"	"P30"
"C9_P2_M90.7.31.17"	"P30"
"D10_P1_M90.7.24.17"	"P30"
"D10_P1_M90.7.31.17"	"P30"
"D10_P2_M90.7.31.17"	"P30"
"D11_P1_M90.7.24.17"	"P30"
"D11_P2_M90.7.31.17"	"P30"
"D1_P2_M90.7.24.17"	"P30"
"D1_P2_M90.7.31.17"	"P30"
"D2_P1_M90.7.24.17"	"P30"
"D2_P1_M90.7.31.17"	"P30"
"D4_P1_M90.7.24.17"	"P30"
"D4_P1_M90.7.31.17"	"P30"
"D5_P1_M90.7.24.17"	"P30"
"D6_P1_M90.7.24.17"	"P30"
"D6_P2_M90.7.24.17"	"P30"
"D7_P1_M90.7.24.17"	"P30"
"D7_P2_M90.7.31.17"	"P30"
"E10_P1_M90.7.24.17"	"P30"
"E10_P1_M90.7.31.17"	"P30"
"E10_P2_M90.7.24.17"	"P30"
"E10_P2_M90.7.31.17"	"P30"
"E12_P1_M90.7.31.17"	"P30"
"E1_P2_M90.7.24.17"	"P30"
"E1_P2_M90.7.31.17"	"P30"
"E2_P1_M90.7.31.17"	"P30"
"E2_P2_M90.7.24.17"	"P30"
"E2_P2_M90.7.31.17"	"P30"
"E3_P2_M90.7.24.17"	"P30"
"E3_P2_M90.7.31.17"	"P30"
"E4_P1_M90.7.24.17"	"P30"
"E4_P2_M90.7.24.17"	"P30"
"E6_P1_M90.7.24.17"	"P30"
"E6_P1_M90.7.31.17"	"P30"
"E7_P1_M90.7.31.17"	"P30"
"E7_P2_M90.7.24.17"	"P30"
"E7_P2_M90.7.31.17"	"P30"
"E8_P1_M90.7.24.17"	"P30"
"E9_P1_M90.7.24.17"	"P30"
"F10_P1_M90.7.31.17"	"P30"
"F10_P2_M90.7.24.17"	"P30"
"F10_P2_M90.7.31.17"	"P30"
"F11_P1_M90.7.24.17"	"P30"
"F11_P1_M90.7.31.17"	"P30"
"F12_P1_M90.7.24.17"	"P30"
"F12_P1_M90.7.31.17"	"P30"
"F12_P2_M90.7.24.17"	"P30"
"F1_P2_M90.7.24.17"	"P30"
"F2_P1_M90.7.31.17"	"P30"
"F3_P2_M90.7.24.17"	"P30"
"F3_P2_M90.7.31.17"	"P30"
"F4_P1_M90.7.31.17"	"P30"
"F4_P2_M90.7.24.17"	"P30"
"F5_P1_M90.7.24.17"	"P30"
"F5_P1_M90.7.31.17"	"P30"
"F5_P2_M90.7.24.17"	"P30"
"F6_P1_M90.7.24.17"	"P30"
"F6_P2_M90.7.24.17"	"P30"
"F7_P1_M90.7.24.17"	"P30"
"F7_P2_M90.7.24.17"	"P30"
"F7_P2_M90.7.31.17"	"P30"
"F8_P1_M90.7.24.17"	"P30"
"F8_P1_M90.7.31.17"	"P30"
"F9_P1_M90.7.31.17"	"P30"
"F9_P2_M90.7.24.17"	"P30"
"G10_P1_M90.7.24.17"	"P30"
"G10_P2_M90.7.31.17"	"P30"
"G11_P1_M90.7.31.17"	"P30"
"G11_P2_M90.7.31.17"	"P30"
"G12_P1_M90.7.24.17"	"P30"
"G12_P1_M90.7.31.17"	"P30"
"G1_P1_M90.7.24.17"	"P30"
"G1_P2_M90.7.31.17"	"P30"
"G3_P1_M90.7.31.17"	"P30"
"G3_P2_M90.7.24.17"	"P30"
"G4_P1_M90.7.24.17"	"P30"
"G4_P1_M90.7.31.17"	"P30"
"G4_P2_M90.7.24.17"	"P30"
"G5_P2_M90.7.24.17"	"P30"
"G6_P1_M90.7.24.17"	"P30"
"G7_P2_M90.7.31.17"	"P30"
"G8_P1_M90.7.24.17"	"P30"
"G8_P2_M90.7.24.17"	"P30"
"G9_P1_M90.7.24.17"	"P30"
"G9_P2_M90.7.24.17"	"P30"
"G9_P2_M90.7.31.17"	"P30"
"H10_P2_M90.7.24.17"	"P30"
"H10_P2_M90.7.31.17"	"P30"
"H11_P1_M90.7.24.17"	"P30"
"H11_P2_M90.7.31.17"	"P30"
"H12_P1_M90.7.24.17"	"P30"
"H12_P1_M90.7.31.17"	"P30"
"H12_P2_M90.7.31.17"	"P30"
"H1_P2_M90.7.24.17"	"P30"
"H2_P1_M90.7.24.17"	"P30"
"H2_P2_M90.7.24.17"	"P30"
"H2_P2_M90.7.31.17"	"P30"
"H3_P1_M90.7.24.17"	"P30"
"H3_P2_M90.7.24.17"	"P30"
"H4_P1_M90.7.24.17"	"P30"
"H4_P1_M90.7.31.17"	"P30"
"H4_P2_M90.7.24.17"	"P30"
"H4_P2_M90.7.31.17"	"P30"
"H6_P1_M90.7.24.17"	"P30"
"H6_P2_M90.7.24.17"	"P30"
"H7_P1_M90.7.24.17"	"P30"
"H7_P2_M90.7.24.17"	"P30"
"H8_P2_M90.7.24.17"	"P30"
"H9_P1_M90.7.24.17"	"P30"
"H9_P1_M90.7.31.17"	"P30"
"H9_P2_M90.7.24.17"	"P30"
"H9_P2_M90.7.31.17"	"P30"
"B12_P1_M39_T_enriched"	"P2"
"B2_P1_M39_T_enriched"	"P2"
"C12_P1_M39_T_enriched"	"P2"
"C5_P1_M39_T_enriched"	"P2"
"D10_P1_M39_T_enriched"	"P2"
"D8_P1_M39_T_enriched"	"P2"
"F2_P1_M39_T_enriched"	"P2"
"F6_P1_M39_T_enriched"	"P2"
"F7_P1_M39_T_enriched"	"P2"
"A2_P12_MMD2.36B_T_enriched"	"P10"
"B11_P12_MMD2.36B_T_enriched"	"P10"
"C10_P12_MMD2.36B_T_enriched"	"P10"
"D9_P12_MMD2.36B_T_enriched"	"P10"
"E1_P12_MMD2.36B_T_enriched"	"P10"
"E5_P12_MMD2.36B_T_enriched"	"P10"
"F9_P12_MMD2.36B_T_enriched"	"P10"
"G3_P12_MMD2.36B_T_enriched"	"P10"
"H10_P12_MMD2.36B_T_enriched"	"P10"
"H5_P12_MMD2.36B_T_enriched"	"P10"
"H7_P12_MMD2.36B_T_enriched"	"P10"
"A10_P6_M74_T_enriched"	"P13"
"A11_P7_M74_T_enriched"	"P13"
"A3_P6_M74_T_enriched"	"P13"
"A7_P7_M74_T_enriched"	"P13"
"A9_P6_M74_T_enriched"	"P13"
"A9_P7_M74_T_enriched"	"P13"
"B2_P6_M74_T_enriched"	"P13"
"C6_P6_M74_T_enriched"	"P13"
"C6_P7_M74_T_enriched"	"P13"
"C8_P7_M74_T_enriched"	"P13"
"C9_P7_M74_T_enriched"	"P13"
"D1_P6_M74_T_enriched"	"P13"
"E11_P7_M74_T_enriched"	"P13"
"E7_P7_M74_T_enriched"	"P13"
"E9_P6_M74_T_enriched"	"P13"
"E9_P7_M74_T_enriched"	"P13"
"F7_P7_M74_T_enriched"	"P13"
"F8_P7_M74_T_enriched"	"P13"
"G11_P6_M74_T_enriched"	"P13"
"G3_P6_M74_T_enriched"	"P13"
"G6_P6_M74_T_enriched"	"P13"
"G7_P6_M74_T_enriched"	"P13"
"H2_P7_M74_T_enriched"	"P13"
"H4_P6_M74_T_enriched"	"P13"
"H5_P7_M74_T_enriched"	"P13"
"A10_P6_MMD8_L001_T_enriched"	"P16"
"B4_P6_MMD8_L001_T_enriched"	"P16"
"B7_P6_MMD8_L001_T_enriched"	"P16"
"B9_P6_MMD8_L001_T_enriched"	"P16"
"C2_P6_MMD8_L001_T_enriched"	"P16"
"D4_P6_MMD8_L001_T_enriched"	"P16"
"D5_P6_MMD8_L001_T_enriched"	"P16"
"D7_P6_MMD8_L001_T_enriched"	"P16"
"D9_P6_MMD8_L001_T_enriched"	"P16"
"E10_P6_MMD8_L001_T_enriched"	"P16"
"E1_P6_MMD8_L001_T_enriched"	"P16"
"E2_P6_MMD8_L001_T_enriched"	"P16"
"E3_P6_MMD8_L001_T_enriched"	"P16"
"F7_P6_MMD8_L001_T_enriched"	"P16"
"F9_P6_MMD8_L001_T_enriched"	"P16"
"G9_P6_MMD8_L001_T_enriched"	"P16"
"H10_P6_MMD8_L001_T_enriched"	"P16"
"A6_P5_M67_L001_T_enriched"	"P6"
"B10_P5_M67_L001_T_enriched"	"P6"
"C9_P5_M67_L001_T_enriched"	"P6"
"D11_P5_M67_L001_T_enriched"	"P6"
"E4_P5_M67_L001_T_enriched"	"P6"
"F4_P5_M67_L001_T_enriched"	"P6"
"G5_P5_M67_L001_T_enriched"	"P6"
"H8_P5_M67_L001_T_enriched"	"P6"
"H9_P5_M67_L001_T_enriched"	"P6"

